match_id,ball,city,batting_team,toss_decision,target,bowling_team,current_score,runs_left,balls_left,wickets_left,crr,rrr,result
11413,1,Visakhapatnam,Delhi Capitals,field,171,Sunrisers Hyderabad,80,92,65,10,8.727272727272727,8.492307692307692,1
7940,3,Mumbai,Rajasthan Royals,field,177,Mumbai Indians,28,150,105,9,11.2,8.571428571428571,1
7913,3,Hyderabad,Sunrisers Hyderabad,field,186,Chennai Super Kings,159,28,9,5,8.594594594594595,18.666666666666668,0
564,3,Hyderabad,Kings XI Punjab,bat,185,Sunrisers Hyderabad,11,175,111,10,7.333333333333333,9.45945945945946,0
198,5,Ahmedabad,Chennai Super Kings,bat,177,Rajasthan Royals,89,89,49,7,7.52112676056338,10.89795918367347,0
504,1,Kolkata,Kolkata Knight Riders,field,154,Chennai Super Kings,99,56,47,8,8.136986301369863,7.148936170212766,1
11141,2,Delhi,Chennai Super Kings,bat,154,Delhi Capitals,111,44,52,8,9.794117647058824,5.076923076923077,1
11153,4,Bengaluru,Kolkata Knight Riders,field,210,Royal Challengers Bangalore,122,89,44,7,9.631578947368421,12.136363636363637,1
575,1,Ranchi,Chennai Super Kings,field,139,Royal Challengers Bangalore,4,136,113,10,3.4285714285714284,7.221238938053097,1
542,5,Chennai,Kings XI Punjab,bat,192,Chennai Super Kings,8,185,109,9,4.363636363636363,10.18348623853211,0
11325,2,Delhi,Delhi Capitals,bat,174,Mumbai Indians,70,105,52,6,6.176470588235294,12.115384615384615,0
96,5,Mumbai,Mumbai Indians,field,156,Chennai Super Kings,119,38,49,9,10.056338028169014,4.653061224489796,1
11346,6,Mohali,Kings XI Punjab,field,172,Chennai Super Kings,97,76,72,10,12.125,6.333333333333333,1
440,2,Chandigarh,Kings XI Punjab,field,150,Sunrisers Hyderabad,42,109,82,9,6.631578947368421,7.975609756097561,0
7931,4,Indore,Kings XI Punjab,field,160,Rajasthan Royals,31,130,92,8,6.642857142857143,8.478260869565217,1
479,3,Mumbai,Mumbai Indians,bat,168,Kings XI Punjab,135,34,15,5,7.714285714285714,13.6,1
7918,6,Hyderabad,Kings XI Punjab,field,140,Sunrisers Hyderabad,119,22,6,1,6.2631578947368425,22.0,0
7934,6,Kolkata,Kolkata Knight Riders,field,217,Mumbai Indians,82,136,48,3,6.833333333333333,17.0,0
50,6,Mumbai,Mumbai Indians,field,230,Kings XI Punjab,68,163,84,10,11.333333333333334,11.642857142857142,0
631,3,Kolkata,Sunrisers Hyderabad,field,171,Kolkata Knight Riders,110,62,33,6,7.586206896551724,11.272727272727273,0
88,2,Kolkata,Royal Challengers Bangalore,bat,129,Kolkata Knight Riders,51,79,64,7,5.464285714285714,7.40625,0
631,2,Kolkata,Sunrisers Hyderabad,field,171,Kolkata Knight Riders,138,34,10,3,7.527272727272727,20.4,0
105,2,Kolkata,Rajasthan Royals,field,147,Kolkata Knight Riders,50,98,70,7,6.0,8.4,1
529,4,Visakhapatnam,Rajasthan Royals,field,127,Sunrisers Hyderabad,89,39,38,8,6.512195121951219,6.157894736842105,1
319,2,Mumbai,Rajasthan Royals,field,197,Mumbai Indians,165,33,10,1,9.0,19.8,0
552,2,Chandigarh,Kings XI Punjab,bat,172,Mumbai Indians,2,171,118,10,6.0,8.694915254237289,0
413,1,Kolkata,Mumbai Indians,bat,159,Kolkata Knight Riders,55,105,77,9,7.674418604651163,8.181818181818182,1
228,1,Dharamsala,Chennai Super Kings,field,192,Kings XI Punjab,17,176,101,9,5.368421052631579,10.455445544554456,1
363,4,Kolkata,Kolkata Knight Riders,bat,182,Mumbai Indians,1,182,116,9,1.5,9.413793103448276,0
588,2,Hyderabad,Sunrisers Hyderabad,field,142,Mumbai Indians,129,14,22,7,7.8979591836734695,3.8181818181818183,1
613,3,Visakhapatnam,Mumbai Indians,field,177,Sunrisers Hyderabad,5,173,117,10,10.0,8.871794871794872,0
11311,1,Bengaluru,Delhi Capitals,field,154,Royal Challengers Bangalore,138,17,29,7,9.098901098901099,3.5172413793103448,1
492,2,Bangalore,Rajasthan Royals,bat,190,Royal Challengers Bangalore,118,73,34,5,8.232558139534884,12.882352941176471,1
494,1,Ranchi,Chennai Super Kings,bat,148,Rajasthan Royals,74,75,65,8,8.072727272727272,6.923076923076923,1
7897,5,Hyderabad,Sunrisers Hyderabad,field,133,Rajasthan Royals,99,35,55,9,9.138461538461538,3.8181818181818183,1
194,5,Mumbai,Mumbai Indians,field,180,Chennai Super Kings,62,119,85,10,10.628571428571428,8.4,1
280,5,Bangalore,Kings XI Punjab,field,205,Royal Challengers Bangalore,36,170,85,6,6.171428571428572,12.0,0
7904,3,Bengaluru,Royal Challengers Bangalore,field,231,Rajasthan Royals,71,161,81,9,10.923076923076923,11.925925925925926,0
487,3,Ahmedabad,Rajasthan Royals,field,134,Sunrisers Hyderabad,61,74,57,6,5.809523809523809,7.7894736842105265,0
152,4,Kimberley,Chennai Super Kings,bat,140,Rajasthan Royals,77,64,50,8,6.6,7.68,1
11347,5,Mumbai,Mumbai Indians,field,143,Kolkata Knight Riders,130,14,25,9,8.210526315789474,3.36,1
107,1,Chennai,Chennai Super Kings,bat,126,Royal Challengers Bangalore,102,25,17,4,5.941747572815534,8.823529411764707,0
215,1,Chandigarh,Kings XI Punjab,bat,154,Mumbai Indians,82,73,65,9,8.945454545454545,6.7384615384615385,1
534,6,Bangalore,Royal Challengers Bangalore,field,209,Mumbai Indians,56,154,66,8,6.222222222222222,14.0,0
267,6,Jaipur,Rajasthan Royals,field,94,Mumbai Indians,17,78,96,10,4.25,4.875,1
188,2,Mumbai,Royal Challengers Bangalore,bat,151,Mumbai Indians,110,42,40,9,8.25,6.3,1
617,2,Bangalore,Mumbai Indians,field,151,Royal Challengers Bangalore,23,129,94,9,5.3076923076923075,8.23404255319149,1
7,5,Mumbai,Mumbai Indians,field,178,Kolkata Knight Riders,143,36,13,5,8.018691588785046,16.615384615384617,1
65,1,Jaipur,Rajasthan Royals,bat,166,Kings XI Punjab,29,138,101,8,9.157894736842104,8.198019801980198,1
421,4,Mumbai,Kings XI Punjab,bat,174,Mumbai Indians,6,169,116,10,9.0,8.741379310344827,0
527,1,Kolkata,Kolkata Knight Riders,field,165,Chennai Super Kings,54,112,71,9,6.612244897959184,9.464788732394366,1
134,1,Durban,Royal Challengers Bangalore,bat,139,Kolkata Knight Riders,54,86,71,10,6.612244897959184,7.267605633802817,1
50,6,Mumbai,Mumbai Indians,field,230,Kings XI Punjab,104,127,66,9,11.555555555555555,11.545454545454545,0
344,5,Kolkata,Royal Challengers Bangalore,bat,190,Kolkata Knight Riders,59,132,55,7,5.446153846153846,14.4,0
192,3,Bangalore,Chennai Super Kings,field,171,Royal Challengers Bangalore,59,113,63,8,6.2105263157894735,10.761904761904763,0
228,3,Dharamsala,Chennai Super Kings,field,192,Kings XI Punjab,89,104,63,8,9.368421052631579,9.904761904761905,1
228,3,Dharamsala,Chennai Super Kings,field,192,Kings XI Punjab,95,98,57,7,9.047619047619047,10.31578947368421,1
7,3,Mumbai,Mumbai Indians,field,178,Kolkata Knight Riders,75,104,57,7,7.142857142857143,10.947368421052632,1
11142,5,Kolkata,Kings XI Punjab,field,223,Kolkata Knight Riders,52,172,85,8,8.914285714285715,12.141176470588235,0
11152,3,Delhi,Sunrisers Hyderabad,field,134,Delhi Capitals,0,135,117,10,0.0,6.923076923076923,1
11310,2,Hyderabad,Sunrisers Hyderabad,field,142,Mumbai Indians,64,79,52,5,5.647058823529412,9.115384615384615,0
219,6,Jaipur,Rajasthan Royals,field,174,Mumbai Indians,74,101,42,5,5.6923076923076925,14.428571428571429,0
143,4,Johannesburg,Royal Challengers Bangalore,bat,149,Mumbai Indians,116,34,32,9,7.909090909090909,6.375,1
11347,6,Mumbai,Mumbai Indians,field,143,Kolkata Knight Riders,91,53,54,9,8.272727272727273,5.888888888888889,1
90,4,Bangalore,Mumbai Indians,field,122,Royal Challengers Bangalore,42,81,80,10,6.3,6.075,1
7950,4,Mumbai,Chennai Super Kings,field,148,Sunrisers Hyderabad,13,136,110,9,7.8,7.418181818181818,1
11346,6,Mohali,Kings XI Punjab,field,172,Chennai Super Kings,107,66,66,10,11.88888888888889,6.0,1
11316,2,Jaipur,Chennai Super Kings,field,158,Rajasthan Royals,52,107,58,6,5.032258064516129,11.068965517241379,1
153,6,Port Elizabeth,Royal Challengers Bangalore,bat,157,Mumbai Indians,22,136,102,10,7.333333333333333,8.0,0
472,3,Abu Dhabi,Kolkata Knight Riders,field,132,Kings XI Punjab,23,110,87,7,4.181818181818182,7.586206896551724,0
7897,5,Hyderabad,Sunrisers Hyderabad,field,133,Rajasthan Royals,36,98,97,9,9.391304347826088,6.061855670103093,1
521,3,Chennai,Sunrisers Hyderabad,bat,209,Chennai Super Kings,96,114,45,7,7.68,15.2,0
588,1,Hyderabad,Sunrisers Hyderabad,field,142,Mumbai Indians,110,33,29,7,7.252747252747253,6.827586206896552,1
509,4,Chandigarh,Rajasthan Royals,field,179,Kings XI Punjab,90,90,32,5,6.136363636363637,16.875,0
474,6,Sharjah,Chennai Super Kings,bat,145,Sunrisers Hyderabad,12,134,108,10,6.0,7.444444444444445,1
319,3,Mumbai,Rajasthan Royals,field,197,Mumbai Indians,84,114,57,8,8.0,12.0,0
11325,3,Delhi,Delhi Capitals,bat,174,Mumbai Indians,96,79,27,5,6.193548387096774,17.555555555555557,0
11146,4,Delhi,Delhi Capitals,field,193,Kolkata Knight Riders,28,166,98,9,7.636363636363637,10.16326530612245,1
135,1,Durban,Mumbai Indians,bat,119,Kings XI Punjab,11,109,101,8,3.473684210526316,6.475247524752476,0
65,3,Jaipur,Rajasthan Royals,bat,166,Kings XI Punjab,61,106,75,7,8.133333333333333,8.48,1
338,2,Jaipur,Rajasthan Royals,field,189,Royal Challengers Bangalore,99,91,34,6,6.906976744186046,16.058823529411764,0
516,1,Mumbai,Chennai Super Kings,field,226,Kings XI Punjab,57,170,95,9,13.68,10.736842105263158,0
11144,2,Hyderabad,Sunrisers Hyderabad,bat,203,Rajasthan Royals,93,111,76,10,12.681818181818182,8.763157894736842,1
135,6,Durban,Mumbai Indians,bat,119,Kings XI Punjab,52,68,54,6,4.7272727272727275,7.555555555555555,0
11310,4,Hyderabad,Sunrisers Hyderabad,field,142,Mumbai Indians,60,83,62,7,6.206896551724138,8.03225806451613,0
227,7,Kolkata,Kolkata Knight Riders,bat,132,Rajasthan Royals,101,32,41,8,7.670886075949367,4.682926829268292,1
338,4,Jaipur,Rajasthan Royals,field,189,Royal Challengers Bangalore,141,49,2,4,7.169491525423729,147.0,0
1,5,Hyderabad,Royal Challengers Bangalore,field,207,Sunrisers Hyderabad,126,82,43,6,9.818181818181818,11.44186046511628,0
69,7,Chandigarh,Mumbai Indians,field,182,Kings XI Punjab,21,162,95,8,5.04,10.23157894736842,0
243,1,Chandigarh,Kings XI Punjab,field,188,Chennai Super Kings,39,150,95,10,9.36,9.473684210526315,1
333,4,Chandigarh,Royal Challengers Bangalore,field,163,Kings XI Punjab,136,28,20,7,8.16,8.4,1
590,3,Mumbai,Mumbai Indians,field,170,Royal Challengers Bangalore,140,31,27,7,9.03225806451613,6.888888888888889,1
11413,1,Visakhapatnam,Delhi Capitals,field,171,Sunrisers Hyderabad,25,147,101,10,7.894736842105263,8.732673267326733,1
597,5,Chandigarh,Kings XI Punjab,field,189,Mumbai Indians,87,103,55,8,8.03076923076923,11.236363636363636,0
112,6,Kolkata,Kolkata Knight Riders,bat,174,Kings XI Punjab,51,124,84,8,8.5,8.857142857142858,1
307,3,Chennai,Royal Challengers Bangalore,bat,205,Chennai Super Kings,83,123,51,4,7.217391304347826,14.470588235294118,0
122,6,Port Elizabeth,Royal Challengers Bangalore,bat,179,Chennai Super Kings,5,175,114,9,5.0,9.210526315789474,0
81,3,Chandigarh,Kolkata Knight Riders,bat,178,Kings XI Punjab,82,97,39,5,6.074074074074074,14.923076923076923,0
138,5,East London,Kolkata Knight Riders,bat,148,Mumbai Indians,21,128,91,8,4.344827586206897,8.43956043956044,0
363,5,Kolkata,Kolkata Knight Riders,bat,182,Mumbai Indians,81,102,49,7,6.845070422535211,12.489795918367347,0
11414,2,Visakhapatnam,Chennai Super Kings,field,155,Delhi Capitals,123,33,34,8,8.581395348837209,5.823529411764706,1
306,2,Chennai,Mumbai Indians,field,185,Royal Challengers Bangalore,91,95,40,4,6.825,14.25,0
126,4,Cape Town,Kolkata Knight Riders,field,150,Rajasthan Royals,23,128,98,10,6.2727272727272725,7.836734693877551,0
242,3,Bangalore,Mumbai Indians,field,140,Royal Challengers Bangalore,114,27,33,9,7.862068965517241,4.909090909090909,1
11323,1,Mohali,Rajasthan Royals,field,190,Kings XI Punjab,125,66,35,8,8.823529411764707,11.314285714285715,0
7918,5,Hyderabad,Kings XI Punjab,field,140,Sunrisers Hyderabad,72,69,55,8,6.6461538461538465,7.527272727272727,0
74,5,Bangalore,Royal Challengers Bangalore,bat,178,Chennai Super Kings,76,103,67,9,8.60377358490566,9.223880597014926,0
558,2,Mumbai,Rajasthan Royals,field,201,Sunrisers Hyderabad,36,166,88,8,6.75,11.318181818181818,0
541,5,Mumbai,Sunrisers Hyderabad,bat,157,Mumbai Indians,127,31,7,2,6.743362831858407,26.571428571428573,0
7933,2,Jaipur,Kings XI Punjab,bat,161,Rajasthan Royals,14,148,106,10,6.0,8.377358490566039,0
219,5,Jaipur,Rajasthan Royals,field,174,Mumbai Indians,63,112,55,5,5.815384615384615,12.218181818181819,0
305,3,Mumbai,Mumbai Indians,field,147,Kolkata Knight Riders,92,56,57,8,8.761904761904763,5.894736842105263,1
11148,5,Chennai,Rajasthan Royals,field,182,Chennai Super Kings,23,160,97,7,6.0,9.896907216494846,0
130,1,Cape Town,Rajasthan Royals,bat,139,Kings XI Punjab,38,102,77,5,5.3023255813953485,7.9480519480519485,0
436,3,Chandigarh,Rajasthan Royals,field,145,Kings XI Punjab,4,142,117,10,8.0,7.282051282051282,1
490,3,Mumbai,Chennai Super Kings,field,157,Mumbai Indians,13,145,111,10,8.666666666666666,7.837837837837838,1
11412,6,Chennai,Mumbai Indians,bat,136,Chennai Super Kings,96,41,42,8,7.384615384615385,5.857142857142857,1
86,6,Mumbai,Mumbai Indians,field,103,Rajasthan Royals,102,2,30,7,6.8,0.4,1
191,4,Mumbai,Mumbai Indians,bat,155,Kolkata Knight Riders,85,71,50,9,7.285714285714286,8.52,1
7896,2,Kolkata,Kolkata Knight Riders,field,182,Royal Challengers Bangalore,106,77,58,7,10.258064516129032,7.9655172413793105,1
11322,4,Mumbai,Mumbai Indians,field,179,Royal Challengers Bangalore,71,109,80,10,10.65,8.175,1
181,1,Bangalore,Royal Challengers Bangalore,bat,203,Kings XI Punjab,62,142,83,10,10.054054054054054,10.265060240963855,1
201,2,Mumbai,Mumbai Indians,field,163,Kings XI Punjab,106,58,34,7,7.395348837209302,10.235294117647058,1
7924,7,Bengaluru,Mumbai Indians,field,173,Royal Challengers Bangalore,18,156,107,9,8.307692307692308,8.74766355140187,0
307,4,Chennai,Royal Challengers Bangalore,bat,205,Chennai Super Kings,100,106,32,3,6.818181818181818,19.875,0
208,3,Kolkata,Kings XI Punjab,bat,200,Kolkata Knight Riders,61,140,87,9,11.090909090909092,9.655172413793103,1
1,1,Hyderabad,Royal Challengers Bangalore,field,207,Sunrisers Hyderabad,48,160,89,10,9.290322580645162,10.786516853932584,0
388,1,Hyderabad,Sunrisers Hyderabad,bat,130,Royal Challengers Bangalore,53,78,65,7,5.781818181818182,7.2,1
420,6,Jaipur,Rajasthan Royals,field,171,Royal Challengers Bangalore,63,109,72,8,7.875,9.083333333333334,1
60,5,Bangalore,Royal Challengers Bangalore,field,222,Kolkata Knight Riders,46,177,61,3,4.677966101694915,17.40983606557377,0
524,4,Mumbai,Mumbai Indians,field,177,Kings XI Punjab,17,161,86,7,3.0,11.232558139534884,0
280,5,Bangalore,Kings XI Punjab,field,205,Royal Challengers Bangalore,100,106,19,3,5.9405940594059405,33.473684210526315,0
217,6,Bangalore,Royal Challengers Bangalore,field,160,Kolkata Knight Riders,48,113,84,9,8.0,8.071428571428571,1
497,5,Cuttack,Kolkata Knight Riders,field,141,Mumbai Indians,17,125,103,10,6.0,7.281553398058253,1
570,6,Mumbai,Kolkata Knight Riders,bat,199,Rajasthan Royals,14,186,108,9,7.0,10.333333333333334,0
11310,5,Hyderabad,Sunrisers Hyderabad,field,142,Mumbai Indians,7,136,115,10,8.4,7.095652173913043,0
7937,7,Indore,Kings XI Punjab,field,250,Kolkata Knight Riders,37,214,101,10,11.68421052631579,12.712871287128714,0
418,1,Chennai,Kolkata Knight Riders,field,200,Chennai Super Kings,111,90,41,7,8.430379746835444,13.170731707317072,0
381,2,Chennai,Kolkata Knight Riders,bat,190,Chennai Super Kings,112,79,52,9,9.882352941176471,9.115384615384615,1
223,1,Jaipur,Royal Challengers Bangalore,bat,130,Rajasthan Royals,95,36,59,8,9.344262295081966,3.6610169491525424,1
486,5,Cuttack,Chennai Super Kings,field,231,Kings XI Punjab,88,144,55,7,8.123076923076923,15.709090909090909,0
562,4,Mumbai,Mumbai Indians,bat,235,Royal Challengers Bangalore,128,108,38,8,9.365853658536585,17.05263157894737,0
11321,1,Hyderabad,Sunrisers Hyderabad,field,164,Delhi Capitals,31,134,95,10,7.44,8.463157894736842,0
11319,3,Mohali,Royal Challengers Bangalore,field,180,Kings XI Punjab,5,176,117,10,10.0,9.025641025641026,1
474,2,Sharjah,Chennai Super Kings,bat,145,Sunrisers Hyderabad,129,17,22,6,7.8979591836734695,4.636363636363637,1
573,5,Mumbai,Chennai Super Kings,bat,187,Mumbai Indians,110,78,37,5,7.951807228915663,12.64864864864865,0
501,3,Ahmedabad,Rajasthan Royals,bat,178,Mumbai Indians,59,120,75,7,7.866666666666666,9.6,0
379,1,Bangalore,Mumbai Indians,field,187,Chennai Super Kings,98,90,47,5,8.054794520547945,11.48936170212766,0
7926,5,Kolkata,Kolkata Knight Riders,field,184,Chennai Super Kings,96,89,61,7,9.76271186440678,8.754098360655737,1
11145,2,Mohali,Kings XI Punjab,field,187,Mumbai Indians,23,165,100,10,6.9,9.9,1
619,7,Visakhapatnam,Kings XI Punjab,bat,124,Mumbai Indians,32,93,83,9,5.1891891891891895,6.72289156626506,1
194,5,Mumbai,Mumbai Indians,field,180,Chennai Super Kings,100,81,55,8,9.23076923076923,8.836363636363636,1
273,4,Mumbai,Kings XI Punjab,field,159,Mumbai Indians,60,100,62,9,6.206896551724138,9.67741935483871,0
11332,1,Chennai,Chennai Super Kings,field,179,Sunrisers Hyderabad,87,93,59,8,8.557377049180328,9.457627118644067,1
501,6,Ahmedabad,Rajasthan Royals,bat,178,Mumbai Indians,145,34,6,2,7.631578947368421,34.0,0
400,4,Chandigarh,Kolkata Knight Riders,field,157,Kings XI Punjab,112,46,32,7,7.636363636363637,8.625,0
7920,5,Pune,Mumbai Indians,field,176,Chennai Super Kings,58,119,73,10,7.404255319148936,9.780821917808218,1
217,1,Bangalore,Royal Challengers Bangalore,field,160,Kolkata Knight Riders,78,83,59,9,7.672131147540983,8.440677966101696,1
11147,2,Hyderabad,Royal Challengers Bangalore,field,233,Sunrisers Hyderabad,22,212,94,7,5.076923076923077,13.53191489361702,0
169,4,Durban,Kings XI Punjab,bat,116,Chennai Super Kings,20,97,98,9,5.454545454545454,5.938775510204081,0
580,6,Bangalore,Sunrisers Hyderabad,field,227,Royal Challengers Bangalore,22,206,108,10,11.0,11.444444444444445,0
112,1,Kolkata,Kolkata Knight Riders,bat,174,Kings XI Punjab,88,87,41,6,6.6835443037974684,12.731707317073171,1
444,4,Mumbai,Mumbai Indians,bat,178,Sunrisers Hyderabad,171,8,8,6,9.160714285714286,6.0,1
134,5,Durban,Royal Challengers Bangalore,bat,139,Kolkata Knight Riders,68,72,55,10,6.276923076923077,7.8545454545454545,1
11415,6,Hyderabad,Chennai Super Kings,bat,152,Mumbai Indians,117,36,18,6,6.882352941176471,12.0,0
7953,2,Mumbai,Chennai Super Kings,field,186,Sunrisers Hyderabad,137,50,40,9,10.275,7.5,1
11144,1,Hyderabad,Sunrisers Hyderabad,bat,203,Rajasthan Royals,75,129,83,10,12.162162162162161,9.325301204819278,1
7951,3,Kolkata,Rajasthan Royals,field,179,Kolkata Knight Riders,90,90,57,9,8.571428571428571,9.473684210526315,0
542,1,Chennai,Kings XI Punjab,bat,192,Chennai Super Kings,84,109,23,3,5.195876288659794,28.434782608695652,0
11321,6,Hyderabad,Sunrisers Hyderabad,field,164,Delhi Capitals,103,62,30,8,6.866666666666666,12.4,0
454,6,Delhi,Mumbai Indians,bat,192,Chennai Super Kings,17,176,102,9,5.666666666666667,10.352941176470589,0
11323,5,Mohali,Rajasthan Royals,field,190,Kings XI Punjab,164,27,7,4,8.70796460176991,23.142857142857142,0
11310,6,Hyderabad,Sunrisers Hyderabad,field,142,Mumbai Indians,75,68,42,5,5.769230769230769,9.714285714285714,0
314,4,Jaipur,Kolkata Knight Riders,field,164,Rajasthan Royals,25,140,86,6,4.411764705882353,9.767441860465116,0
53,3,Kolkata,Kolkata Knight Riders,field,173,Mumbai Indians,150,24,15,3,8.571428571428571,9.6,0
302,6,Bangalore,Royal Challengers Bangalore,field,128,Chennai Super Kings,96,33,36,8,6.857142857142857,5.5,1
572,3,Hyderabad,Mumbai Indians,bat,113,Sunrisers Hyderabad,70,44,63,10,7.368421052631579,4.190476190476191,1
7908,2,Jaipur,Kolkata Knight Riders,field,165,Rajasthan Royals,115,51,40,7,8.625,7.65,1
14,6,Kolkata,Sunrisers Hyderabad,field,172,Kolkata Knight Riders,128,45,18,5,7.529411764705882,15.0,0
529,3,Visakhapatnam,Rajasthan Royals,field,127,Sunrisers Hyderabad,65,63,57,9,6.190476190476191,6.631578947368421,1
11152,3,Delhi,Sunrisers Hyderabad,field,134,Delhi Capitals,18,117,105,10,7.2,6.685714285714286,1
492,5,Bangalore,Rajasthan Royals,bat,190,Royal Challengers Bangalore,8,183,109,10,4.363636363636363,10.073394495412844,1
7903,5,Kolkata,Sunrisers Hyderabad,field,145,Kolkata Knight Riders,56,90,73,8,7.148936170212766,7.397260273972603,1
11321,2,Hyderabad,Sunrisers Hyderabad,field,164,Delhi Capitals,38,127,88,10,7.125,8.659090909090908,0
334,3,Chennai,Chennai Super Kings,bat,146,Rajasthan Royals,45,102,87,10,8.181818181818182,7.0344827586206895,1
557,2,Bangalore,Kings XI Punjab,field,226,Royal Challengers Bangalore,87,140,40,1,6.525,21.0,0
370,4,Mumbai,Mumbai Indians,field,140,Kolkata Knight Riders,78,63,32,7,5.318181818181818,11.8125,0
7928,1,Pune,Chennai Super Kings,field,131,Royal Challengers Bangalore,84,48,47,7,6.904109589041096,6.127659574468085,1
457,1,Kolkata,Chennai Super Kings,bat,148,Mumbai Indians,50,99,65,4,5.454545454545454,9.138461538461538,0
257,5,Mumbai,Chennai Super Kings,field,164,Mumbai Indians,61,104,73,8,7.787234042553192,8.547945205479452,0
27,3,Kolkata,Royal Challengers Bangalore,field,131,Kolkata Knight Riders,3,129,111,8,2.0,6.972972972972973,0
256,5,Chandigarh,Rajasthan Royals,field,195,Kings XI Punjab,99,97,43,6,7.714285714285714,13.534883720930232,0
71,6,Chennai,Chennai Super Kings,bat,147,Kolkata Knight Riders,18,130,102,10,6.0,7.647058823529412,1
11146,1,Delhi,Delhi Capitals,field,193,Kolkata Knight Riders,29,165,95,9,6.96,10.421052631578947,1
474,4,Sharjah,Chennai Super Kings,bat,145,Sunrisers Hyderabad,123,23,32,8,8.386363636363637,4.3125,1
418,4,Chennai,Kolkata Knight Riders,field,200,Chennai Super Kings,32,169,104,9,12.0,9.75,0
7894,1,Mumbai,Chennai Super Kings,field,169,Mumbai Indians,54,116,65,6,5.890909090909091,10.707692307692307,1
14,4,Kolkata,Sunrisers Hyderabad,field,172,Kolkata Knight Riders,153,20,2,4,7.779661016949152,60.0,0
60,5,Bangalore,Royal Challengers Bangalore,field,222,Kolkata Knight Riders,40,183,67,4,4.528301886792453,16.388059701492537,0
11345,5,Bengaluru,Royal Challengers Bangalore,field,179,Sunrisers Hyderabad,177,3,7,4,9.398230088495575,2.5714285714285716,1
504,2,Kolkata,Kolkata Knight Riders,field,154,Chennai Super Kings,113,42,34,8,7.883720930232558,7.411764705882353,1
517,1,Bangalore,Kolkata Knight Riders,field,199,Kings XI Punjab,4,196,119,10,24.0,9.882352941176471,1
11311,3,Bengaluru,Delhi Capitals,field,154,Royal Challengers Bangalore,111,44,45,8,8.88,5.866666666666666,1
461,4,Abu Dhabi,Rajasthan Royals,field,133,Sunrisers Hyderabad,41,93,74,7,5.3478260869565215,7.54054054054054,1
130,3,Cape Town,Rajasthan Royals,bat,139,Kings XI Punjab,8,132,111,9,5.333333333333333,7.135135135135135,0
280,4,Bangalore,Kings XI Punjab,field,205,Royal Challengers Bangalore,95,111,26,3,6.0638297872340425,25.615384615384617,0
11313,1,Mohali,Kings XI Punjab,field,158,Sunrisers Hyderabad,63,96,65,9,6.872727272727273,8.861538461538462,1
541,3,Mumbai,Sunrisers Hyderabad,bat,157,Mumbai Indians,78,80,51,7,6.782608695652174,9.411764705882353,0
152,2,Kimberley,Chennai Super Kings,bat,140,Rajasthan Royals,41,100,76,8,5.590909090909091,7.894736842105263,1
168,3,Durban,Kolkata Knight Riders,field,101,Rajasthan Royals,19,83,99,8,5.428571428571429,5.03030303030303,1
11151,6,Mumbai,Chennai Super Kings,field,176,Mumbai Indians,16,161,102,8,5.333333333333333,9.470588235294118,0
11326,2,Kolkata,Kolkata Knight Riders,field,219,Royal Challengers Bangalore,14,206,112,9,10.5,11.035714285714286,0
457,1,Kolkata,Chennai Super Kings,bat,148,Mumbai Indians,33,116,89,7,6.387096774193548,7.820224719101123,0
507,4,Ranchi,Sunrisers Hyderabad,field,185,Chennai Super Kings,55,131,86,10,9.705882352941176,9.13953488372093,1
479,2,Mumbai,Mumbai Indians,bat,168,Kings XI Punjab,22,147,106,9,9.428571428571429,8.320754716981131,1
71,1,Chennai,Chennai Super Kings,bat,147,Kolkata Knight Riders,96,52,41,9,7.291139240506329,7.609756097560975,1
126,7,Cape Town,Kolkata Knight Riders,field,150,Rajasthan Royals,150,1,-1,2,7.43801652892562,-6.0,0
12,7,Bangalore,Mumbai Indians,field,142,Royal Challengers Bangalore,104,39,23,5,6.43298969072165,10.173913043478262,1
107,4,Chennai,Chennai Super Kings,bat,126,Royal Challengers Bangalore,111,16,8,2,5.946428571428571,12.0,0
396,6,Chennai,Chennai Super Kings,field,165,Royal Challengers Bangalore,31,135,84,8,5.166666666666667,9.642857142857142,1
440,4,Chandigarh,Kings XI Punjab,field,150,Sunrisers Hyderabad,104,47,14,4,5.886792452830188,20.142857142857142,0
287,4,Chandigarh,Mumbai Indians,field,163,Kings XI Punjab,14,150,110,10,8.4,8.181818181818182,0
190,5,Chennai,Chennai Super Kings,field,136,Kings XI Punjab,33,104,91,10,6.827586206896552,6.857142857142857,0
311,3,Jaipur,Kings XI Punjab,field,191,Rajasthan Royals,123,69,27,5,7.935483870967742,15.333333333333334,0
11328,8,Delhi,Delhi Capitals,field,168,Kings XI Punjab,95,74,58,9,9.193548387096774,7.655172413793103,1
69,1,Chandigarh,Mumbai Indians,field,182,Kings XI Punjab,52,131,77,8,7.255813953488372,10.207792207792208,0
11314,6,Chennai,Chennai Super Kings,field,114,Kolkata Knight Riders,14,101,108,10,7.0,5.611111111111111,1
507,5,Ranchi,Sunrisers Hyderabad,field,185,Chennai Super Kings,165,21,19,9,9.801980198019802,6.631578947368421,1
615,6,Chandigarh,Kings XI Punjab,field,175,Royal Challengers Bangalore,32,144,96,10,8.0,9.0,0
549,2,Mumbai,Rajasthan Royals,field,187,Mumbai Indians,170,18,4,4,8.793103448275861,27.0,0
